,Player,Team,Pos,Age,ID,HitTool,Discipline,Power,Speed,Durability
963,Colton Ledbetter,TB,RF/CF/LF,24.0,807742,103.0,93.0,102.0,122.0,114.0
964,Homer Bush Jr.,TB,CF/LF/RF,24.1,683344,106.0,99.0,87.0,128.0,112.0
965,Brock Jones,TB,LF/RF/CF,24.6,677342,93.0,97.0,116.0,126.0,98.0
966,Stuart Fairchild,TB,LF/RF/CF,29.6,656413,99.0,,,113.0,82.0
967,Aidan Smith,TB,CF/RF/LF,21.3,806223,99.0,96.0,107.0,129.0,100.0
968,Mac Horvath,TB,RF/2B/3B,23.8,690991,99.0,108.0,109.0,128.0,106.0
969,Noah Myers,TB,LF/RF/CF,26.0,671956,98.0,115.0,98.0,115.0,106.0
970,Kamren James,TB,LF/1B/3B,25.4,687553,100.0,88.0,105.0,96.0,
971,Ryan Spikes,TB,LF/3B/2B,22.6,691797,101.0,85.0,107.0,120.0,98.0
972,Theodore Gillen,TB,CF/RF/LF,20.1,815394,95.0,120.0,101.0,121.0,92.0
973,Brendan Summerhill,TB,CF/RF/LF,22.0,804911,,,,,
974,Marshall Toole,TB,CF/RF/LF,22.6,828319,103.0,110.0,104.0,134.0,97.0
975,Angel Mateo,TB,RF/LF/CF,20.7,800377,104.0,95.0,99.0,107.0,106.0
976,Connor Hujsak,TB,RF/CF/LF,23.8,824615,101.0,86.0,110.0,126.0,100.0
977,Ryan Cermak,TB,RF/LF/CF,24.4,688714,100.0,91.0,106.0,131.0,
978,Brailer Guerrero,TB,RF/CF/LF,19.4,806967,96.0,94.0,109.0,107.0,81.0
979,Dean Moss,TB,CF/LF/RF,19.5,815830,,,,,
980,James Quinn-Irons,TB,CF/RF/LF,22.4,833397,,,,,
981,Jose L. Perez,TB,LF/3B/2B,21.6,699077,101.0,127.0,91.0,93.0,84.0
982,Jose L. Perez,TB,LF/3B/2B,21.6,699077,100.0,127.0,91.0,93.0,84.0
983,Nicandro Aybar,TB,LF/RF/3B,21.2,800384,,,,,
984,Derek Datil,TB,CF/RF/LF,20.0,827613,,,,,
985,Maykel Coret,TB,CF/RF/LF,18.1,829044,,,,,
986,Leonardo Pineda,TB,CF/RF/LF,18.5,815904,,,,,
987,Josh Smith,TEX,SS/3B/LF,28.2,669701,,,,98.0,121.0
988,Wyatt Langford,TEX,LF/CF/RF,24.0,694671,100.0,121.0,,107.0,120.0
989,Corey Seager,TEX,SS,31.5,608369,,,,90.0,108.0
990,Marcus Semien,TEX,2B,35.1,543760,,,,96.0,123.0
991,Jake Burger,TEX,1B,29.5,669394,104.0,,,80.0,113.0
992,Evan Carter,TEX,CF/LF/RF,23.2,694497,99.0,109.0,108.0,116.0,96.0
993,Adolis Garcia,TEX,RF/LF,32.7,666969,,,,102.0,123.0
994,Josh Jung,TEX,3B,27.7,673962,105.0,,,83.0,114.0
995,Kyle Higashioka,TEX,C,35.5,543309,,,,93.0,99.0
996,Jonah Heim,TEX,C,30.4,641680,,,,91.0,113.0
997,Ezequiel Duran,TEX,SS/1B/RF,26.5,677649,106.0,,,121.0,109.0
998,Sam Haggerty,TEX,LF/CF/2B,31.4,664059,106.0,101.0,101.0,121.0,95.0
999,Michael Helman,TEX,CF/SS/2B,29.4,680737,101.0,92.0,106.0,112.0,105.0
1000,Joc Pederson,TEX,DH,33.5,592626,,,,82.0,107.0
1001,Julian Brock,TEX,C,24.4,683149,100.0,92.0,94.0,110.0,94.0
1002,Tucker Mitchell,TEX,C/1B,24.7,688367,102.0,91.0,92.0,94.0,82.0
1003,Ian Moller,TEX,C,23.0,695744,95.0,103.0,94.0,99.0,93.0
1004,Malcolm Moore,TEX,C,22.3,702270,102.0,95.0,94.0,94.0,82.0
1005,Ben Hartl,TEX,C,22.8,803015,98.0,104.0,89.0,93.0,87.0
1006,Josh Springer,TEX,C,19.4,807256,,,,,
1007,Jesus D. Lopez,TEX,C,20.4,805052,99.0,91.0,101.0,89.0,
1008,Juan Sulbaran,TEX,C,20.1,808368,108.0,,,,
1009,Jhocsuanth Vargas,TEX,C,19.2,808396,,,,,
1010,Francisco N. Perez,TEX,C/1B,19.0,806621,,,,,
1011,Jose Marcano,TEX,C/1B,19.0,821607,,,,,
1012,Abimelec Ortiz,TEX,1B/RF,23.7,694673,103.0,98.0,127.0,88.0,113.0
1013,Frainyer Chavez,TEX,1B/2B/3B,26.4,669413,101.0,104.0,80.0,98.0,100.0
1014,Pablo Guerrero,TEX,1B,19.3,808326,97.0,95.0,101.0,83.0,98.0
1015,Kleimir Lemos,TEX,1B/RF,20.4,800478,,,,,
1016,Javier Sanchez,TEX,1B/C,18.2,821795,,,,,
1017,Yeisy Celesten,TEX,1B/3B/2B,20.4,821592,,,,,
1018,Justin Foscue,TEX,2B/1B,26.7,679822,100.0,114.0,106.0,93.0,101.0
1019,Jax Biggers,TEX,2B/LF/SS,28.6,680890,99.0,116.0,84.0,102.0,93.0
1020,Antonis Macias,TEX,2B/1B/RF,20.8,805950,101.0,121.0,88.0,90.0,108.0
1021,Luis Marquez,TEX,2B/SS/3B,20.2,805058,102.0,95.0,95.0,98.0,88.0
1022,Daniel Flames,TEX,2B/3B/SS,19.0,821599,,,,,
1023,Santiago Almao,TEX,2B/SS/3B,17.8,830046,,,,,
1024,Jaylin Pinder,TEX,2B/LF,17.4,830486,,,,,
1025,Cody Freeman,TEX,3B/2B/SS,24.8,683227,104.0,116.0,101.0,98.0,112.0
1026,Keyber Rodriguez,TEX,3B/2B/SS,25.0,677601,104.0,98.0,91.0,104.0,114.0
1027,Gleider Figuereo,TEX,3B,21.4,699213,99.0,92.0,108.0,92.0,111.0
1028,Esteban Mejia,TEX,3B/2B/SS,21.0,800354,101.0,103.0,97.0,109.0,91.0
1029,Rafe Perich,TEX,3B/1B,23.5,825927,99.0,112.0,99.0,91.0,100.0
1030,Jack Wheeler,TEX,3B,19.3,828087,,,,,
1031,Beycker Barroso,TEX,3B/1B/C,22.8,692852,100.0,101.0,95.0,105.0,
1032,Angel Arredondo,TEX,3B/2B/SS,19.0,802397,,,,,
1033,Jhon Simon,TEX,3B/LF,17.8,829979,,,,,
1034,Sebastian Walcott,TEX,SS/3B,19.6,806964,100.0,103.0,101.0,116.0,110.0
1035,Cameron Cauley,TEX,SS/CF/2B,22.7,695508,101.0,93.0,109.0,126.0,104.0
1036,Devin Fitz-Gerald,TEX,SS/3B/2B,20.2,803849,,,,,
1037,Chandler Pollard,TEX,SS/2B/CF,21.5,702550,102.0,90.0,92.0,140.0,80.0
1038,Yolfran Castillo,TEX,SS/3B,18.7,815931,103.0,,,126.0,
1039,Gavin Fien,TEX,SS/3B,18.7,815818,,,,,
1040,Josh Owens,TEX,SS/2B/SP,18.8,831384,,,,,
1041,Seong-Jun Kim,TEX,SS/SP,18.5,834605,,,,,
1042,Daniel Rodriguez,TEX,SS/3B/2B,17.6,829975,,,,,
1043,Raul Pereira,TEX,SS/2B,17.4,829972,,,,,
1044,Alejandro Osuna,TEX,LF/CF/RF,23.1,696030,105.0,104.0,104.0,114.0,109.0
1045,Dustin Harris,TEX,CF/RF/LF,26.3,687957,103.0,102.0,93.0,119.0,111.0
1046,Billy McKinney,TEX,LF/RF/1B,31.2,641856,102.0,97.0,100.0,91.0,104.0
1047,Trevor Hauver,TEX,LF/RF,27.0,669386,104.0,107.0,99.0,86.0,101.0
1048,Aaron Zavala,TEX,LF/CF/RF,25.4,701648,98.0,101.0,100.0,97.0,108.0
1049,Kellen Strahm,TEX,RF/LF/CF,28.5,687005,100.0,109.0,85.0,113.0,101.0
1050,Marcus Smith,TEX,CF/RF/LF,25.1,687526,91.0,103.0,99.0,111.0,87.0
1051,Dylan Dreiling,TEX,CF/LF/RF,22.5,702662,100.0,115.0,102.0,104.0,104.0
1052,Maxton Martin,TEX,LF/RF/1B,20.5,807722,102.0,94.0,113.0,106.0,112.0
1053,Keith Jones II,TEX,RF/LF,23.5,695069,99.0,110.0,106.0,106.0,112.0
1054,Anthony Gutierrez,TEX,CF/RF/1B,20.9,703152,104.0,92.0,87.0,140.0,93.0
1055,Yeremi Cabrera,TEX,CF/RF/LF,20.3,800393,100.0,104.0,102.0,117.0,100.0
1056,Yeremi Cabrera,TEX,CF/RF/LF,20.3,800393,99.0,104.0,102.0,117.0,100.0
1057,Hector Osorio,TEX,RF/LF/CF,20.6,800540,102.0,126.0,96.0,103.0,97.0
1058,Casey Cook,TEX,2B/SS/LF,23.1,695517,99.0,105.0,92.0,117.0,114.0
1059,Marcos Torres,TEX,RF/1B/CF,21.1,800106,101.0,93.0,103.0,120.0,92.0
1060,Paxton Kling,TEX,CF/RF/LF,22.5,702265,102.0,,,,
1061,Wady Mendez,TEX,RF/LF/CF,21.1,801525,97.0,96.0,94.0,116.0,81.0
1062,Quincy Scott,TEX,LF/1B/RF,22.8,701701,100.0,100.0,88.0,106.0,93.0
1063,Paulino Santana,TEX,LF/CF/RF,19.0,815889,97.0,,,,
1064,Braylin Morel,TEX,RF/LF,19.8,808281,103.0,,,,
1065,Deward Tovar,TEX,RF/LF/1B,19.6,808297,,,,,
1066,Elorky Rodriguez,TEX,CF/LF/2B,17.9,829069,,,,,
1067,Rashawn Pinder,TEX,CF/LF/RF,18.4,816344,,,,,
1068,Marco Argudin,TEX,CF/LF/RF,19.9,831918,,,,,
1069,Joaquin Arias Jr.,TEX,LF/CF/RF,19.1,821663,,,,,
1070,Manni Ramirez,TEX,RF/LF/CF,18.5,821642,,,,,
1071,Oliver Guerrero,TEX,LF/RF/1B,17.8,829960,,,,,
1072,Josh Owens,TEX,SS/2B/SP,18.8,831384,,,,,
1073,Seong-Jun Kim,TEX,SS/SP,18.5,834605,,,,,
1074,George Springer,TOR,RF/LF/CF,36.1,543807,,,,98.0,120.0
1075,Nathan Lukes,TOR,LF/RF/CF,31.3,664770,113.0,108.0,96.0,90.0,114.0
1076,Vladimir Guerrero Jr.,TOR,1B,26.6,665489,,,,92.0,131.0
1077,Daulton Varsho,TOR,CF,29.3,662139,,,,84.0,103.0
1078,Alejandro Kirk,TOR,C,27.0,672386,,,,89.0,115.0
1079,Anthony Santander,TOR,RF/LF/1B,31.0,623993,,,,76.0,98.0
1080,Addison Barger,TOR,3B/RF/LF,26.0,680718,104.0,106.0,111.0,89.0,121.0
1081,Ernie Clement,TOR,3B/SS/2B,29.6,676391,114.0,162.0,103.0,96.0,122.0
1082,Andres Gimenez,TOR,2B/SS,27.2,665926,,,,100.0,112.0
1083,Tyler Heineman,TOR,C,34.4,623168,100.0,113.0,90.0,96.0,82.0
1084,Leo Jimenez,TOR,2B/SS,24.5,677870,101.0,113.0,97.0,90.0,81.0
1085,Davis Schneider,TOR,LF/2B/3B,26.8,676914,97.0,111.0,116.0,94.0,111.0
1086,Myles Straw,TOR,CF/LF/RF,31.0,664702,107.0,109.0,75.0,113.0,122.0
1087,Brandon Valenzuela,TOR,C/1B,25.1,678218,100.0,97.0,101.0,88.0,100.0
1088,Philip Clarke,TOR,C/1B,27.6,671287,105.0,122.0,79.0,87.0,79.0
1089,Aaron Parker,TOR,C,22.8,801590,102.0,97.0,105.0,94.0,84.0
1090,Robert Brooks,TOR,C,27.0,806394,96.0,91.0,102.0,81.0,77.0
1091,Jacob Sharp,TOR,C,24.1,814435,102.0,96.0,95.0,86.0,85.0
1092,Edward Duran,TOR,C,21.4,698927,101.0,102.0,90.0,97.0,100.0
1093,Nicolas Deschamps,TOR,C,23.2,683324,94.0,96.0,102.0,88.0,
1094,Brock Tibbitts,TOR,C/1B,23.1,801903,102.0,100.0,99.0,101.0,
1095,Jaxson West,TOR,C,22.2,702486,,,,,
1096,Will Cresswell,TOR,C,22.2,701796,,,,,
1097,Franklin Rojas,TOR,C,18.6,815922,,,,,
1098,Jackson Hornung,TOR,1B/LF,24.7,814408,99.0,96.0,100.0,94.0,105.0
1099,Damiano Palmegiani,TOR,1B/3B/LF,25.8,671913,96.0,98.0,116.0,86.0,90.0
1100,Carter Cunningham,TOR,1B/LF/RF,25.0,701860,97.0,102.0,112.0,101.0,101.0
1101,Peyton Williams,TOR,1B,25.1,805268,98.0,92.0,115.0,82.0,93.0
1102,Brennan Orf,TOR,1B/LF/RF,24.2,804710,95.0,120.0,100.0,92.0,
1103,Kendry Chirinos,TOR,1B/3B,21.1,800140,97.0,97.0,98.0,88.0,92.0
1104,David Beckles,TOR,1B/LF/RF,21.5,703924,97.0,,,,
1105,Eddinson Paulino,TOR,2B/SS,23.3,682796,99.0,93.0,104.0,104.0,100.0
1106,Ryan McCarty,TOR,2B/LF/3B,26.5,806005,100.0,99.0,93.0,99.0,103.0
1107,Nick Goodwin,TOR,2B/SS/3B,24.2,800959,101.0,105.0,103.0,98.0,97.0
1108,J.R. Freethy,TOR,2B/LF/CF,22.9,701540,98.0,121.0,96.0,98.0,87.0
1109,Adrian Pinto,TOR,2B/CF,23.1,691437,100.0,107.0,,117.0,
1110,Sam Shaw,TOR,2B/CF/LF,20.7,802511,99.0,119.0,104.0,98.0,89.0
1111,Elaineiker Coronado,TOR,2B/SS/3B,18.1,830398,,,,,
1112,Angel Guzman (tor),TOR,2B/SS,18.9,815917,,,,,
1113,Charles McAdoo,TOR,3B/1B,23.7,807727,101.0,94.0,108.0,119.0,109.0
1114,Riley Tirotta,TOR,3B/1B/RF,27.2,694661,96.0,98.0,103.0,101.0,105.0
1115,Sean Keys,TOR,3B/1B,22.4,815873,98.0,114.0,109.0,93.0,112.0
1116,Cutter Coffey,TOR,3B/2B/SS,21.5,702690,99.0,101.0,103.0,99.0,97.0
1117,Alex De Jesus,TOR,3B/1B/SS,23.6,682942,97.0,93.0,96.0,95.0,90.0
1118,Tucker Toman,TOR,3B/1B/2B,22.0,702283,100.0,93.0,93.0,92.0,104.0
1119,Aldo Gaxiola,TOR,3B/1B,19.4,815220,,,,,
1120,Tim Piasentin,TOR,3B,18.6,815992,,,,,
1121,Josh Kasevich,TOR,SS/3B,24.8,688460,108.0,121.0,80.0,90.0,
1122,Josh Rivera,TOR,SS/3B/2B,25.1,687069,96.0,104.0,90.0,90.0,110.0
1123,Jay Harry,TOR,SS/CF/2B,23.3,803385,104.0,97.0,97.0,99.0,100.0
1124,Cade Doughty,TOR,SS/3B/2B,24.6,683103,104.0,87.0,98.0,92.0,108.0
1125,Arjun Nimmala,TOR,SS,20.0,805796,97.0,97.0,115.0,108.0,107.0
1126,Manuel Beltre,TOR,SS/3B/2B,21.4,694202,103.0,100.0,91.0,114.0,106.0
1127,JoJo Parker,TOR,SS,19.2,828098,,,,,
1128,Eric Snow,TOR,SS/2B/3B,21.7,702526,110.0,,,95.0,
1129,Dariel Roman,TOR,SS/2B,19.6,814748,,,,,
1130,Cristopher Polanco,TOR,SS/2B,17.8,829057,,,,,
1131,Juan Sanchez (tor),TOR,SS/3B,18.1,825646,,,,,
1132,Kennew Blanco,TOR,SS/2B/3B,19.4,815891,,,,,
1133,Joey Loperfido,TOR,LF/CF/RF,26.5,694388,106.0,94.0,108.0,104.0,114.0
1134,Jonatan Clase,TOR,CF/LF/RF,23.4,682729,103.0,98.0,99.0,129.0,111.0
1135,RJ Schreck,TOR,RF/CF/LF,25.3,702302,101.0,115.0,114.0,94.0,103.0
1136,Jace Bohrofen,TOR,RF/LF/CF,24.0,690957,96.0,97.0,108.0,101.0,93.0
1137,Yohendrick Pinango,TOR,LF/RF,23.5,682818,100.0,110.0,111.0,92.0,115.0
1138,Victor Arias,TOR,CF/LF/RF,22.2,692478,98.0,100.0,104.0,109.0,98.0
1139,Dasan Brown,TOR,CF/LF/RF,24.1,672018,97.0,100.0,94.0,138.0,99.0
1140,Eddie Micheletti Jr.,TOR,RF/LF,23.8,804446,100.0,127.0,109.0,85.0,101.0
1141,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,100.0,104.0,104.0,107.0,89.0
1142,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,100.0,104.0,102.0,107.0,89.0
1143,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,100.0,102.0,104.0,107.0,89.0
1144,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,100.0,102.0,102.0,107.0,89.0
1145,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,99.0,104.0,104.0,107.0,89.0
1146,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,99.0,104.0,102.0,107.0,89.0
1147,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,99.0,102.0,104.0,107.0,89.0
1148,Alexis J. Hernandez,TOR,RF/LF/CF,23.1,692562,99.0,102.0,102.0,107.0,89.0
1149,Gabriel Martinez,TOR,RF/LF/CF,23.3,683447,104.0,98.0,95.0,89.0,94.0
1150,Austin A. Smith,TOR,CF/LF/RF,22.6,801563,104.0,,,,
1151,Jake Casey,TOR,RF/LF/CF,22.5,814457,99.0,,,,
1152,Yeuni Munoz,TOR,RF/LF,22.1,699097,98.0,90.0,125.0,92.0,
1153,Braden Barry,TOR,CF/LF/RF,23.7,802135,96.0,100.0,86.0,116.0,
1154,Jean Joseph,TOR,CF/RF/LF,20.7,800463,101.0,91.0,99.0,95.0,97.0
1155,Jake Cook,TOR,CF,22.3,834404,,,,,
1156,Yhoangel Aponte,TOR,CF/RF/LF,21.7,699082,97.0,90.0,110.0,103.0,85.0
1157,Blaine Bullard,TOR,CF,19.2,828557,,,,,
1158,Yorman Licourt,TOR,RF/LF,21.7,827326,,,,,
1159,Andres Arias,TOR,LF/CF/RF,19.1,815914,,,,,
1160,Rafael D. Flores,TOR,LF/2B/SS,18.6,821012,,,,,
1161,Pascual Archila,TOR,CF,18.8,821413,,,,,
1162,Geraldo Perdomo,ARI,SS,26.0,672695,,,,93.0,128.0
1163,Ketel Marte,ARI,2B,32.1,606466,,,,92.0,118.0
1164,Corbin Carroll,ARI,RF/CF/LF,25.2,682998,,,,113.0,120.0
1165,Gabriel Moreno,ARI,C,25.7,672515,,,,82.0,96.0
1166,Pavin Smith,ARI,1B/RF/LF,29.7,656976,103.0,117.0,107.0,89.0,105.0
1167,Blaze Alexander,ARI,3B/2B/CF,26.4,677942,103.0,99.0,103.0,103.0,107.0
1168,Adrian Del Castillo,ARI,C,26.1,680728,106.0,99.0,117.0,85.0,86.0
1169,Jordan Lawlar,ARI,SS/3B/2B,23.3,691783,102.0,101.0,115.0,119.0,95.0
1170,Alek Thomas,ARI,CF,25.5,677950,104.0,,97.0,103.0,119.0
1171,Tim Tawa,ARI,2B/1B/CF,26.6,694374,99.0,98.0,120.0,101.0,101.0
1172,Ildemaro Vargas,ARI,3B/2B/1B,34.3,545121,101.0,130.0,96.0,95.0,102.0
1173,Jorge Barrosa,ARI,CF/LF/RF,24.7,678489,103.0,104.0,95.0,102.0,110.0
1174,Jake McCarthy,ARI,LF/CF/RF,28.3,664983,108.0,107.0,92.0,115.0,114.0
1175,Tyler Locklear,ARI,1B,24.9,682988,103.0,97.0,115.0,103.0,110.0
1176,Lourdes Gurriel Jr.,ARI,LF,32.2,666971,,,,97.0,118.0
1177,Christian Cerda,ARI,C,22.9,692416,100.0,112.0,106.0,82.0,97.0
1178,Javier D'Orazio,ARI,C,23.8,683490,105.0,94.0,95.0,86.0,84.0
1179,Gavin Logan,ARI,C,25.8,678099,98.0,103.0,98.0,87.0,82.0
1180,Jeremiah Boyd,ARI,C,25.3,681317,92.0,,,79.0,
1181,Kenny Castillo,ARI,C,21.5,700341,105.0,88.0,96.0,82.0,90.0
1182,David Martin,ARI,C,25.0,688808,102.0,122.0,88.0,81.0,
1183,Adrian De Leon,ARI,C,21.7,700369,93.0,104.0,98.0,88.0,94.0
1184,Alberto Barriga,ARI,C,21.0,800569,97.0,98.0,96.0,108.0,101.0
1185,Ivan Luciano,ARI,C,18.9,813930,,,,,
1186,Carlos Virahonda,ARI,C,19.9,808024,100.0,,,89.0,
1187,Jose Angel Rodriguez,ARI,C,18.6,821072,,,,,
1188,Johan Fernandez,ARI,C,18.7,827447,,,,,
1189,Tristin English,ARI,1B/RF/3B,28.5,663536,107.0,92.0,102.0,83.0,101.0
1190,Ivan Melendez,ARI,1B,25.8,699471,103.0,88.0,120.0,86.0,97.0
1191,Manuel Pena,ARI,1B/3B/2B,21.9,694211,104.0,89.0,99.0,93.0,106.0
1192,Ben McLaughlin,ARI,1B/3B,23.4,808768,102.0,113.0,102.0,79.0,102.0
1193,Ruben H. Santana,ARI,1B/3B,20.7,800185,97.0,94.0,98.0,102.0,101.0
1194,Modeifi Marte,ARI,1B/LF,23.3,800029,102.0,104.0,93.0,98.0,96.0
1195,Pedro Blanco,ARI,1B,18.5,821380,,,,,
1196,Enyervert Perez,ARI,1B/3B,20.0,808381,99.0,,,90.0,
1197,Feliz Genao,ARI,1B/3B,17.8,825488,,,,,
1198,Tommy Troy,ARI,2B/CF/SS,23.8,694371,102.0,107.0,99.0,107.0,109.0
1199,Jean Walters,ARI,2B/SS/1B,24.2,695078,103.0,96.0,93.0,95.0,89.0
1200,Jansel Luis,ARI,2B/3B/SS,20.7,800306,105.0,94.0,98.0,116.0,101.0
1201,Demetrio Crisantes,ARI,2B/3B,21.2,702679,104.0,120.0,103.0,110.0,
1202,JD Dix,ARI,2B,20.1,807267,98.0,112.0,89.0,120.0,77.0
1203,Yerald Nin,ARI,2B/SS,20.2,800206,99.0,101.0,86.0,123.0,110.0
1204,Jorge Lara,ARI,2B/3B/CF,20.0,814278,,,,,
1205,Kyle Sinzza,ARI,2B/SS,18.6,820989,,,,,
1206,Gino Groover,ARI,3B,23.6,694410,105.0,121.0,103.0,91.0,109.0
1207,Gino Groover,ARI,3B,23.6,694410,105.0,121.0,98.0,91.0,109.0
1208,Gino Groover,ARI,3B,23.6,694410,105.0,117.0,103.0,91.0,109.0
1209,Gino Groover,ARI,3B,23.6,694410,105.0,117.0,98.0,91.0,109.0
1210,Gino Groover,ARI,3B,23.6,694410,103.0,121.0,103.0,91.0,109.0
1211,Gino Groover,ARI,3B,23.6,694410,103.0,121.0,98.0,91.0,109.0
1212,Gino Groover,ARI,3B,23.6,694410,103.0,117.0,103.0,91.0,109.0
1213,Gino Groover,ARI,3B,23.6,694410,103.0,117.0,98.0,91.0,109.0
1214,Jesus Valdez,ARI,3B/1B/2B,27.8,678232,101.0,88.0,103.0,92.0,78.0
1215,Wallace Clark,ARI,3B,23.4,800712,,,,,
1216,Brady Counsell,ARI,3B/2B/LF,22.5,703519,,,,,
1217,Yassel Soler,ARI,3B,19.8,807957,99.0,99.0,106.0,91.0,96.0
1218,Anderdson Rojas,ARI,3B/2B/RF,21.7,699232,106.0,103.0,89.0,114.0,109.0
1219,Anderdson Rojas,ARI,3B/2B/RF,21.7,699232,105.0,103.0,89.0,114.0,109.0
1220,Alfredo Guanchez,ARI,3B/1B/LF,20.0,814376,,,,,
1221,Victor Santana,ARI,3B,17.7,829750,,,,,
1222,Connor Kaiser,ARI,SS/2B/3B,29.0,663731,99.0,96.0,94.0,97.0,93.0
1223,Jose L. Fernandez,ARI,SS/3B/1B,22.1,699912,103.0,90.0,101.0,100.0,110.0
1224,Cristofer Torin,ARI,SS/2B,20.5,800198,103.0,121.0,92.0,102.0,107.0
1225,Adrian Rodriguez (ari),ARI,SS/2B/3B,22.0,703641,96.0,100.0,90.0,99.0,96.0
1226,Kayson Cunningham,ARI,SS,19.4,815617,,,,,
1227,Tytus Cissell,ARI,SS/2B,19.6,815632,,,,,
1228,Alam Bruno,ARI,SS,17.5,829754,,,,,
1229,Eybert Sanchez,ARI,SS/2B,17.8,829734,,,,,
1230,Ryan Waldschmidt,ARI,LF/RF/CF,23.1,814439,99.0,119.0,107.0,107.0,116.0
1231,Gavin Conticello,ARI,RF/CF/LF,22.4,695521,104.0,96.0,104.0,96.0,110.0
1232,Kristian Robinson,ARI,CF/RF/LF,24.9,677565,96.0,101.0,108.0,116.0,109.0
1233,A.J. Vukovich,ARI,LF/RF,24.3,691021,104.0,91.0,107.0,94.0,109.0
1234,Caleb Roberts,ARI,LF/RF/1B,25.7,681134,102.0,99.0,108.0,101.0,105.0
1235,Jack Hurley,ARI,CF/LF/RF,23.6,694815,102.0,79.0,102.0,104.0,91.0
1236,Angel Ortiz,ARI,RF/LF,23.1,691292,104.0,98.0,104.0,91.0,99.0
1237,Junior Franco,ARI,LF/RF,23.1,691285,104.0,106.0,101.0,112.0,92.0
1238,Slade Caldwell,ARI,CF/LF/RF,19.4,815154,98.0,117.0,94.0,109.0,108.0
1239,Druw Jones,ARI,CF/RF,21.9,702258,100.0,102.0,95.0,112.0,104.0
1240,Trent Youngblood,ARI,LF/2B/CF,24.2,827636,98.0,128.0,91.0,106.0,106.0
1241,Alexander Benua,ARI,LF/RF/CF,22.0,699229,98.0,97.0,100.0,105.0,78.0
1242,Abdidas De La Cruz,ARI,RF/LF,21.0,703192,99.0,95.0,92.0,104.0,107.0
1243,Gian Zapata,ARI,RF/LF/CF,20.1,806979,,,,,
1244,Jose Alpuria,ARI,CF/RF/LF,20.7,800434,99.0,93.0,94.0,129.0,87.0
1245,Jakey Josepha,ARI,CF/RF/LF,21.5,699228,97.0,100.0,97.0,120.0,78.0
1246,Nathan Hall,ARI,CF/RF/LF,22.1,703449,,,,,
1247,Adriel Radney,ARI,RF/LF,18.4,815895,,,,,
1248,Pedro Catuy,ARI,CF/RF/LF,19.7,806869,,,,,
1249,Elian De La Cruz,ARI,RF/LF,18.1,829066,,,,,
1250,Belfi Rivera,ARI,CF/RF,18.9,815905,,,,,
1251,Bo C. Walker,ARI,LF/RF/CF,19.6,815563,,,,,
1252,Erick De La Cruz,ARI,CF/RF/LF,19.0,821057,,,,,
1253,Alfredo Benzan,ARI,CF/LF/RF,18.5,820968,,,,,
1254,Mayki De La Rosa,ARI,RF/LF/CF,17.8,829739,,,,,
1255,Jurickson Profar,ATL,LF/RF,32.7,595777,105.0,,,84.0,105.0
1256,Matt Olson,ATL,1B,31.6,621566,,,,89.0,133.0
1257,Ronald Acuna Jr.,ATL,RF,27.9,660670,,,,91.0,117.0
1258,Drake Baldwin,ATL,C,24.6,686948,103.0,108.0,111.0,80.0,111.0
1259,Austin Riley,ATL,3B,28.6,663586,,,,90.0,112.0
1260,Sean Murphy,ATL,C,31.1,669221,,,,80.0,99.0
1261,Michael Harris II,ATL,CF,24.7,671739,,,,100.0,128.0
1262,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,117.0,97.0,92.0,90.0
1263,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,117.0,91.0,92.0,90.0
1264,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,116.0,97.0,92.0,90.0
1265,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,116.0,91.0,92.0,90.0
1266,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,117.0,97.0,92.0,90.0
1267,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,117.0,91.0,92.0,90.0
1268,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,116.0,97.0,92.0,90.0
1269,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,104.0,116.0,91.0,92.0,90.0
1270,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,100.0,117.0,97.0,92.0,90.0
1271,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,100.0,117.0,91.0,92.0,90.0
1272,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,100.0,116.0,97.0,92.0,90.0
1273,Nacho Alvarez,ATL,3B/2B/SS,22.6,805373,100.0,116.0,91.0,92.0,90.0
1274,Nick Allen,ATL,SS/2B,27.1,669397,108.0,128.0,90.0,102.0,117.0
1275,Vidal Brujan,ATL,SS/3B/RF,27.7,660644,102.0,102.0,102.0,120.0,91.0
